Job_Title,Experience,Skills,Education,Language,Soft_Skills,Full_Description
E-commerce Customer Service Specialist,2+ years,"Google Ads, CRM Tools, Shopify, Order Management",Diploma in E-commerce or IT,Fluent English,Attention to detail and teamwork,"E-commerce Customer Service Specialist with 2+ years experience required. Skills needed: Google Ads, CRM Tools, Shopify, Order Management. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Product Listing Manager,3+ years,"Zapier, Order Management, Customer Service, Return Handling, Social Media Marketing","Bachelor's degree in Business, Marketing or related",Fluent English,Attention to detail and teamwork,"Product Listing Manager with 3+ years experience required. Skills needed: Zapier, Order Management, Customer Service, Return Handling, Social Media Marketing. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Email Campaign Assistant,No experience but strong motivation,"Amazon Seller Central, SEO, Zapier, Return Handling","Bachelor's degree in Business, Marketing or related",Good written English,Strong communication and time management skills,"Email Campaign Assistant with No experience but strong motivation experience required. Skills needed: Amazon Seller Central, SEO, Zapier, Return Handling. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Strong communication and time management skills."
Email Campaign Assistant,3+ years,"Copywriting, SEO, Shopify",Diploma in E-commerce or IT,Fluent English,Problem-solving and customer-first mindset,"Email Campaign Assistant with 3+ years experience required. Skills needed: Copywriting, SEO, Shopify. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Content Writer (E-commerce),2+ years,"Order Management, Amazon Seller Central, Shopify","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Strong communication and time management skills,"Content Writer (E-commerce) with 2+ years experience required. Skills needed: Order Management, Amazon Seller Central, Shopify. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Email Campaign Assistant,3+ years,"Customer Service, Google Ads, Zapier",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"Email Campaign Assistant with 3+ years experience required. Skills needed: Customer Service, Google Ads, Zapier. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Logistics Coordinator,3+ years,"Zapier, Order Management, Copywriting",Diploma in E-commerce or IT,Fluent English,Problem-solving and customer-first mindset,"Logistics Coordinator with 3+ years experience required. Skills needed: Zapier, Order Management, Copywriting. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Email Campaign Assistant,2+ years,"Google Ads, Copywriting, Customer Service, Shopify, Zapier, Product Description Writing","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Attention to detail and teamwork,"Email Campaign Assistant with 2+ years experience required. Skills needed: Google Ads, Copywriting, Customer Service, Shopify, Zapier, Product Description Writing. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Email Campaign Assistant,No experience but strong motivation,"Amazon Seller Central, Customer Service, Shopify, Return Handling","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Attention to detail and teamwork,"Email Campaign Assistant with No experience but strong motivation experience required. Skills needed: Amazon Seller Central, Customer Service, Shopify, Return Handling. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
E-commerce Customer Service Specialist,3+ years,"CRM Tools, Copywriting, Return Handling, SEO, Inventory Management",High School diploma,Fluent English,Strong communication and time management skills,"E-commerce Customer Service Specialist with 3+ years experience required. Skills needed: CRM Tools, Copywriting, Return Handling, SEO, Inventory Management. Education: High School diploma. Language: Fluent English. Soft skills: Strong communication and time management skills."
Order Fulfillment Associate,1+ years,"Shopify, Return Handling, Social Media Marketing",Diploma in E-commerce or IT,Good written English,Attention to detail and teamwork,"Order Fulfillment Associate with 1+ years experience required. Skills needed: Shopify, Return Handling, Social Media Marketing. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Attention to detail and teamwork."
Order Fulfillment Associate,1+ years,"Google Ads, Amazon Seller Central, Copywriting",Diploma in E-commerce or IT,Fluent English,Attention to detail and teamwork,"Order Fulfillment Associate with 1+ years experience required. Skills needed: Google Ads, Amazon Seller Central, Copywriting. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Digital Marketing Assistant,3+ years,"Inventory Management, CRM Tools, Amazon Seller Central, Shopify, Google Ads, SEO",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"Digital Marketing Assistant with 3+ years experience required. Skills needed: Inventory Management, CRM Tools, Amazon Seller Central, Shopify, Google Ads, SEO. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Order Fulfillment Associate,2+ years,"Social Media Marketing, Google Ads, Customer Service, Shopify, Inventory Management, Amazon Seller Central","Bachelor's degree in Business, Marketing or related",Fluent English,Problem-solving and customer-first mindset,"Order Fulfillment Associate with 2+ years experience required. Skills needed: Social Media Marketing, Google Ads, Customer Service, Shopify, Inventory Management, Amazon Seller Central. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Product Listing Manager,1+ years,"Product Description Writing, Excel, Social Media Marketing, Google Ads, Copywriting, Order Management",High School diploma,Fluent English,Strong communication and time management skills,"Product Listing Manager with 1+ years experience required. Skills needed: Product Description Writing, Excel, Social Media Marketing, Google Ads, Copywriting, Order Management. Education: High School diploma. Language: Fluent English. Soft skills: Strong communication and time management skills."
Email Campaign Assistant,No experience but strong motivation,"Product Description Writing, Social Media Marketing, Amazon Seller Central",High School diploma,Good written English,Attention to detail and teamwork,"Email Campaign Assistant with No experience but strong motivation experience required. Skills needed: Product Description Writing, Social Media Marketing, Amazon Seller Central. Education: High School diploma. Language: Good written English. Soft skills: Attention to detail and teamwork."
